"Site.name","Genotype","C50b/C50p-C3-C50f-C3bm-C3dt","C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k-C3wy-C50a-C3wu-C3ba-C50q","C3k/C3bo-C3ba-C50a-C50q-C50b","C3k/C50b-C3ba-C50a-C50q-C3-C3bh","C3k-C50a-C3wy-C50b-C3ba-C3wu","C3k/C50b-C50a-C3ba-C50q-C3-C50f","C3k/C50a/C1-C3-C3ba-C3dq-C50q-C3a","A1-A1gr-A1gd","A1-A1gr-A1gd-A1mm-A1bf","dominant_type","all_typeprofs","SampleYear","Site.name_geno_year","C3k","C50b","A1","C50c","C50a","A1gr","C3bo","C50p","C3ba","C3","C3dq","C3wy","A1gd","C50q","C3a","C3wu","C3bp","C50f","C3bm","C1","C3bh","C3cz","C50bj","C3wv","C3b","C50u","C50aj","C3bd","C3ah","298_C","C3ad","C21","C50v","40872_C","48186_C","C3ss","C3jv","40786_C","C3su","37134_C","C50aq","37138_C","21216_C","C50ax","C3st","21223_C","21173_C","1079331_C","TotalAbundance","Sitecode","OTU_PC1","OTU_PC2","OTU_PC3","OTU_PC4","OTU_PC5","OTU_PC6"
"Fitzroy Island",370,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Fitzroy Island_370_2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Cay",75,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_75_2021",7351,349,0,381,1757,0,0,0,1817,392,325,0,0,1350,234,0,0,348,0,0,125,166,90,0,0,0,276,325,0,0,0,0,0,0,0,0,0,183,0,0,0,0,101,0,85,72,0,0,15727,"ECAY",-1.96947354401433,-0.643094097489731,-0.690234123015953,1.95050853820042,0.605559459793743,1.82571334383108
"Sykes",144,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Sykes_144_2021",6135,3079,0,272,777,0,560,164,1153,684,236,0,0,560,120,0,164,289,75,0,436,113,144,0,0,0,131,167,78,0,0,0,80,0,0,69,78,0,0,94,0,0,0,0,0,0,0,69,15727,"SYKE",0.434266152231046,1.97319279522518,-0.428737589267173,0.610880271172458,-0.358888346699759,0.524624710537884
"Davies",338,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Davies_338_2021",8411,870,0,235,953,0,0,0,2123,156,212,0,0,1067,99,0,0,270,0,0,0,133,0,0,0,0,175,224,90,0,0,0,0,0,0,117,165,0,106,79,0,0,0,0,133,0,111,0,15729,"OCDA",-3.04033473443037,0.264194467973538,-0.0110616682412249,0.897364476654601,-0.434394390575761,-1.53454866309492
"Kelso",211,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Kelso_211_2021",7858,1143,12,398,1505,6,99,0,1701,308,169,0,0,741,105,0,0,352,0,0,191,148,117,0,0,0,113,264,88,0,0,0,0,0,0,71,166,0,0,0,0,0,0,0,175,0,0,0,15730,"KELS",-1.42683320233927,0.488217609671639,0.415555779549498,0.853862496490588,0.00529940011835495,-0.339036961298527
"Lady Musgrave",95,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Lady Musgrave_95_2021",1412,5820,0,1835,1795,0,0,0,732,1049,123,0,0,438,90,0,0,711,388,0,281,0,177,0,0,188,75,0,0,0,146,90,90,0,110,0,0,0,0,0,179,0,0,0,0,0,0,0,15729,"CBLM",6.76674343366382,1.83338176930581,-1.77499724189658,0.18327904770387,0.724797386521896,-0.217461401275502
"St Crispin",183,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","St Crispin_183_2021",6834,1199,0,452,1330,0,0,0,1504,289,418,0,0,1022,214,0,0,356,82,75,488,115,281,0,0,0,191,241,72,0,75,0,0,0,0,82,159,0,0,75,0,0,0,0,75,0,0,99,15728,"STCR",-1.30595479573993,-0.340926710367434,-1.06934758683635,0.3074944516694,0.181157187517841,0.0447821269326196
"No Name",99,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","No Name_99_2021",7805,414,0,639,1357,0,80,0,1387,487,333,0,0,1023,260,0,0,320,0,0,113,0,199,0,0,0,214,169,101,0,0,0,0,0,0,204,192,161,0,154,0,116,0,0,0,0,0,0,15728,"NONA",-2.21962628416184,-0.441069508880291,-0.986774089434373,-0.535490172045501,-0.0727000631998687,-2.06481401141267
"Pelorus",240,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Pelorus_240_2021",3494,853,0,3800,3716,0,0,91,1016,656,168,0,0,521,0,0,0,372,0,0,205,0,120,0,181,74,168,74,0,0,80,0,0,0,0,0,75,68,0,0,0,0,0,0,0,0,0,0,15732,"PAPE",3.04499576916972,-1.47750220414244,1.34045919521844,0.561780194771232,0.111102375106129,-0.63724315219568
"North Direction",90,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","North Direction_90_2021",3968,461,0,1797,1986,0,0,0,1516,1015,1122,0,0,476,560,0,0,595,213,460,0,0,125,0,0,236,198,86,76,281,281,0,0,0,111,0,88,76,0,0,0,0,0,0,0,0,0,0,15727,"NDIR",2.3806731472313,-5.66268222702464,-6.26248701121512,-4.00129894359138,-0.120165276029864,3.49574635106856
"Fitzroy Island",372,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Fitzroy Island_372_2021",1848,10435,0,92,337,0,0,226,540,1070,0,0,0,179,0,0,0,247,177,0,142,0,0,0,0,0,0,0,0,0,0,204,152,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,15729,"FITZ",5.33914635954637,5.42093033474008,-1.09979742083737,-0.0643793781846308,0.209465526510094,-0.0703369183042345
"East Cay",81,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_81_2021",6272,331,0,1295,2146,0,0,0,2040,483,244,0,0,891,182,0,0,455,0,0,98,129,74,0,0,106,204,247,0,0,119,0,0,0,193,0,130,0,0,0,0,0,0,0,0,0,90,0,15729,"ECAY",0.41939858645556,-2.22107457349806,-0.523332749054903,0.795243079420044,-0.358207945834169,-0.443155034800357
"Sykes",145,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Sykes_145_2021",3297,5817,4,207,718,0,0,0,1332,1161,207,0,0,508,149,0,0,836,588,0,533,0,0,0,0,0,149,0,0,0,0,0,143,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,15730,"SYKE",5.07308064505702,3.6492107137534,-3.5130987251227,0.26608824726624,0.529832785652716,-0.334936396257401
"Davies",339,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Davies_339_2021",9487,410,47,152,1063,33,101,0,1155,246,189,0,0,812,121,0,0,213,0,0,84,150,0,0,0,0,135,265,84,0,0,0,0,0,0,139,222,0,107,74,0,0,94,0,168,0,179,0,15730,"OCDA",-3.50083729815001,0.95231950234819,0.842349808638941,1.20167105345933,-0.34247967915048,-0.325342153390176
"Kelso",212,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Kelso_212_2021",9751,367,0,199,1662,0,135,0,729,458,117,0,0,433,0,0,0,190,0,0,0,288,0,0,0,0,0,229,96,0,0,0,0,86,0,74,189,171,112,83,0,75,0,0,187,97,0,0,15728,"KELS",-2.95009359457827,1.84546379756534,2.59202596434117,1.17052578380951,1.07308698577786,0.956637753115496
"Hicks",38,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Hicks_38_2021",7276,1337,0,398,1326,0,0,0,1765,408,253,0,0,726,161,0,0,445,89,0,362,94,112,0,0,0,135,187,127,0,0,0,0,0,0,92,182,0,0,74,0,100,0,0,81,0,0,0,15730,"HICK",-1.16838423971045,0.57840184210031,-0.76129314196285,0.0715519447774257,-0.0421308438966592,-1.52978400107995
"Hicks",27,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Hicks_27_2021",7804,485,35,1113,1402,25,155,0,1185,268,224,0,0,996,99,0,0,295,0,0,136,202,262,0,0,0,128,248,297,0,76,0,0,0,0,0,169,0,0,126,0,0,0,0,0,0,0,0,15730,"HICK",-1.66372677360589,-0.387405712073066,0.557726464899486,0.115217170327192,-0.152829434669663,-0.93982823891323
"Pelorus",241,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Pelorus_241_2021",2123,1161,0,4025,3538,0,237,125,1641,591,116,0,0,377,0,0,0,642,81,0,125,0,0,0,0,242,219,0,0,0,211,0,0,0,110,0,0,0,0,0,0,0,0,163,0,0,0,0,15727,"PAPE",5.00488993075177,-3.39737090492263,1.14110920462734,0.77395236411967,-0.0710652910164912,-1.10304838934938
"Fitzroy Island",373,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Fitzroy Island_373_2021",3777,334,0,4098,3243,0,0,0,1173,571,172,0,0,802,107,0,0,339,0,0,0,0,204,0,255,148,138,91,0,0,103,0,0,0,95,0,0,81,0,0,0,0,0,0,0,0,0,0,15731,"FITZ",3.12602380010956,-2.90351919942952,1.45834160265471,0.60655721495001,0.160549819793952,-0.441705095395532
"East Cay",82,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_82_2021",8525,286,0,396,1773,0,0,0,1242,619,251,0,0,746,166,0,0,416,0,0,0,127,96,0,0,0,109,246,0,0,0,0,0,0,0,0,159,191,0,158,0,0,122,0,0,99,0,0,15727,"ECAY",-1.41205204047273,0.292501640113727,0.594073496992294,1.17247752533149,1.01735791893418,1.70029565115692
"Davies",341,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Davies_341_2021",8902,1020,0,207,1596,0,282,0,709,456,105,0,0,481,141,0,0,199,0,0,126,239,0,0,0,0,0,295,81,0,0,0,0,68,0,121,186,0,140,97,0,0,0,0,166,0,0,111,15728,"OCDA",-2.56941820815907,1.82574200132118,2.11957396417954,0.846074038940603,0.72904583326038,0.569501245012982
"Kelso",213,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Kelso_213_2021",7802,88,0,723,1434,0,0,0,1548,294,352,0,0,1319,211,0,0,293,0,0,70,82,239,0,0,0,256,226,132,0,92,0,0,0,0,97,170,0,94,91,0,0,0,0,116,0,0,0,15729,"KELS",-2.50377262133928,-1.13131548466149,-0.492761626265853,0.331233157383884,0.0589192016155518,-1.27012673107838
"St Crispin",185,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","St Crispin_185_2021",9151,666,12,189,822,0,0,0,1527,412,313,0,0,623,197,0,0,311,0,0,156,179,0,0,0,0,160,233,81,0,0,0,0,0,0,227,104,67,0,171,0,0,0,0,0,0,128,0,15729,"STCR",-2.4008196051977,0.602463097412493,-0.430071736068402,-0.0167023774973721,-0.474213199346083,-1.0138114633489
"Hicks",39,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Hicks_39_2021",9702,454,0,380,873,0,0,0,1000,277,414,0,0,543,297,0,0,226,0,0,329,117,0,0,0,0,142,169,343,0,0,0,0,0,0,0,126,207,0,131,0,0,0,0,0,0,0,0,15730,"HICK",-2.21891552942304,0.561336200656786,-0.583003443293456,-0.516499807799775,-0.479878255158392,-1.20929453115499
"Hicks",28,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Hicks_28_2021",8077,345,0,648,1787,0,0,145,1085,778,239,0,0,648,135,0,0,404,0,0,0,111,123,0,0,0,103,273,103,0,0,0,0,0,0,130,178,0,0,112,0,86,0,0,99,0,0,120,15729,"HICK",-1.47025310072737,0.568685714228816,0.630751032612877,-0.0131154978539645,0.870290340220439,-0.34562367562033
"Pelorus",242,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Pelorus_242_2021",2268,77,0,5396,3932,0,0,0,1240,515,87,0,0,369,0,0,0,485,0,0,0,0,112,0,234,312,135,0,0,0,195,0,0,0,220,0,0,0,0,0,0,0,0,152,0,0,0,0,15729,"PAPE",5.62732529611676,-4.86856492257129,2.85636017643152,0.724702111031424,0.144745163856128,-1.23507801892255
"North Direction",92,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","North Direction_92_2021",7598,527,0,476,1502,0,0,0,1882,378,384,0,0,1213,213,0,0,350,0,0,171,0,0,0,0,0,284,227,140,0,0,0,0,0,0,0,145,0,0,0,0,129,0,0,0,0,111,0,15730,"NDIR",-1.74399748878614,-0.724923252337009,-1.69135473500555,0.121588257525744,-0.739688909587569,-1.64302108675401
"Fitzroy Island",374,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Fitzroy Island_374_2021",2812,244,0,4214,4289,0,0,0,497,1121,162,0,0,764,90,0,0,433,0,0,148,0,311,0,314,112,79,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15730,"FITZ",4.71975645140331,-2.60503763062488,1.94814082855265,0.325346568009085,0.80148093449465,0.076253828543922
"East Cay",83,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_83_2021",8561,191,14,874,1888,0,131,0,652,570,144,0,0,562,147,0,0,307,0,0,106,347,200,0,0,0,0,207,0,0,74,0,0,0,0,0,104,0,0,151,0,0,126,0,93,187,0,93,15729,"ECAY",-1.3408474522977,0.93611746100542,2.71719094241893,1.93653865775082,1.81884714333212,4.29470002121644
"Sykes",150,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Sykes_150_2021",2116,6764,0,328,588,0,0,1891,284,1407,173,0,0,462,102,0,0,412,162,0,379,0,154,0,0,0,0,0,0,0,0,214,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15728,"SYKE",6.19682898364235,5.69095630365837,-2.40095177610426,-0.100064288196279,1.13143538586363,0.319957938603166
"Lady Musgrave",98,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Lady Musgrave_98_2021",4362,2043,159,1048,1629,159,762,0,1948,518,194,0,0,503,156,0,205,429,98,0,601,116,0,0,0,71,125,137,0,99,105,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,101,0,15730,"CBLM",1.86343642734158,-0.557446663374455,-1.15524842317271,1.05059387233256,-1.75180753884713,1.03846476051888
"Hicks",3,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Hicks_3_2021",9142,231,0,351,948,0,161,0,1420,226,298,0,0,889,173,0,0,210,0,0,188,171,0,0,0,0,198,253,148,0,0,0,0,0,0,92,259,0,83,0,0,105,97,0,87,0,0,0,15730,"HICK",-3.33613560606181,0.484521228200018,-0.146768143642608,0.567264329161518,-0.148213644769736,-0.646000699692788
"Pelorus",243,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Pelorus_243_2021",4410,829,0,2896,3009,0,0,0,1519,427,190,0,0,652,105,0,0,395,0,87,226,66,159,0,0,131,134,78,73,0,127,0,0,0,141,75,0,0,0,0,0,0,0,0,0,0,0,0,15729,"PAPE",2.16012385896129,-2.27811083503678,0.336695950550383,0.105249419740717,-0.300829078557066,-0.551560579214792
"North Direction",93,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","North Direction_93_2021",9498,449,0,219,985,0,0,0,1199,296,237,0,0,743,133,0,0,256,0,0,160,0,0,0,0,0,173,158,185,0,0,0,0,0,0,146,229,193,93,149,0,140,0,0,86,0,0,0,15727,"NDIR",-3.14180892481484,0.740478134295306,-0.146970189142279,-0.382274209821175,-0.17902181202332,-2.90962534959342
"Hicks",10,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Hicks_10_2021",9572,380,0,324,815,0,0,0,1009,214,286,0,0,897,208,0,0,214,0,0,356,178,0,0,0,0,134,228,160,0,0,0,0,0,0,100,208,0,0,120,0,120,0,0,88,0,116,0,15727,"HICK",-3.15151654725337,0.83205035950231,-0.166855473135344,-0.0366199525908308,-0.553591014778448,-1.41009892508919
"East Cay",84,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_84_2021",9169,85,0,847,1802,0,0,0,909,416,190,0,0,710,132,0,0,367,0,0,0,203,124,0,0,0,113,177,0,0,0,0,0,0,90,0,200,0,0,0,0,0,0,0,0,73,0,120,15727,"ECAY",-0.486490330061214,0.0222769357615002,1.32500208437592,0.865184782927849,0.610842316995539,1.33672566698889
"Sykes",154,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Sykes_154_2021",1884,9203,0,77,287,0,0,628,495,907,82,0,0,249,0,0,0,657,548,0,195,0,0,0,0,0,0,0,0,0,0,207,202,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,15729,"SYKE",6.68821841348018,6.34735497443251,-2.64596886335727,0.0658186157478011,0.790746656746769,-0.120249898954643
"Davies",345,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Davies_345_2021",8727,823,0,300,1115,0,90,147,1248,277,211,0,0,623,118,0,0,269,0,0,200,148,90,0,0,0,121,188,107,0,0,0,0,0,0,111,196,180,120,118,0,68,0,0,135,0,0,0,15730,"OCDA",-2.66317897161187,1.00969376483896,0.453747387649664,0.415512455259385,0.0584776744869992,-1.63282615727898
"Kelso",215,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Kelso_215_2021",8917,200,0,370,1560,0,75,0,1201,373,210,0,0,768,116,0,0,273,0,0,160,128,66,0,0,0,120,196,130,0,0,0,0,0,75,101,217,187,87,98,0,0,0,0,101,0,0,0,15729,"KELS",-2.25989141812001,0.364742992424554,0.559479492406681,0.463471627503144,0.0365495175422109,-1.44484148711591
"Chicken",302,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Chicken_302_2021",8260,718,28,244,1161,0,0,0,1890,208,243,0,0,791,122,0,0,254,0,0,253,185,77,0,0,0,152,250,90,0,0,0,0,0,0,95,165,198,66,70,0,0,93,0,115,0,0,0,15728,"OCCH",-2.86087141236958,0.569923423445873,0.0755350859267144,1.3011652921494,0.103777349104009,-0.360998122336843
"Pelorus",244,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Pelorus_244_2021",3239,1365,57,4152,3455,15,0,0,1212,473,145,0,4,491,0,0,0,417,79,0,165,0,0,0,0,148,92,94,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15727,"PAPE",3.33433056933156,-1.28736486190142,1.19363292765846,0.411572792311753,-0.2808895710103,-0.438262467103678
"North Direction",94,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","North Direction_94_2021",4343,734,0,2084,2993,0,0,0,1341,664,164,0,0,1204,155,0,0,410,0,0,252,0,536,0,182,90,137,113,0,0,113,0,0,0,133,0,0,81,0,0,0,0,0,0,0,0,0,0,15729,"NDIR",2.62374669654177,-2.89781309618524,0.527905473832855,0.928646885293331,0.350049516527101,-0.465690046370327
"Hicks",11,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Hicks_11_2021",7709,1068,57,774,1197,6,0,0,1588,246,348,0,0,1085,167,0,0,266,0,0,0,0,202,0,0,0,245,211,398,0,0,0,0,0,0,0,90,0,0,70,0,0,0,0,0,0,0,0,15727,"HICK",-1.77049642842091,-0.717996039793923,-0.63953405476327,-0.28791102735156,-0.532438533900063,-1.7646039983714
"Fitzroy Island",361,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Fitzroy Island_361_2021",2724,441,0,4734,4487,0,0,0,862,633,78,0,0,375,0,0,0,407,0,0,0,0,0,0,211,238,143,0,0,0,179,0,0,0,0,0,0,80,0,0,0,0,0,135,0,0,0,0,15727,"FITZ",4.89497144156266,-3.37123897488133,2.78638102093745,0.55042471013376,0.265948171720691,-0.776084921975012
"Sykes",155,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Sykes_155_2021",2215,7957,0,322,698,0,0,216,1097,892,93,0,0,314,0,0,0,749,583,0,268,0,87,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,15729,"SYKE",5.76006972208831,4.42517865720468,-2.13193809001631,0.313209949509196,0.486431193986033,-0.316551339713831
"Davies",346,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Davies_346_2021",8464,421,0,679,1273,0,117,0,1411,216,206,0,0,834,156,0,0,218,0,0,300,143,138,0,0,0,151,227,98,0,0,0,0,0,95,95,194,0,97,90,0,0,0,0,109,0,0,0,15732,"OCDA",-2.20825268118831,0.147666935999657,0.398744723052708,0.587165352112925,-0.266007215517256,-1.32070708716258
"Kelso",217,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Kelso_217_2021",5809,919,0,2385,2027,0,0,0,1063,374,183,0,0,684,99,0,0,345,0,0,241,0,154,0,0,228,118,123,131,0,160,0,0,0,107,79,139,0,83,0,0,0,0,130,67,0,83,0,15731,"KELS",1.32308833049992,-2.3795997535244,1.39614768214517,0.430818674710477,-0.309731507159521,-1.80184423691216
"St Crispin",251,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","St Crispin_251_2021",8269,428,0,372,1236,0,0,0,1083,217,438,0,0,1096,276,0,0,412,0,80,465,112,302,0,0,0,215,186,71,0,0,0,0,0,0,94,94,173,0,109,0,0,0,0,0,0,0,0,15728,"STCR",-1.48586289628045,-0.598298220523953,-1.36015816278437,0.0315997833839854,-0.145673063234663,-0.466408157370125
"Chicken",303,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Chicken_303_2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
