"Site.name","Variable","Metric","Value","Depth","Source","Spat_res","Time_res","Period","Multi_level","Depth.adjusted"
"Lady Musgrave","PIP","PIP_HMsd",0.001669394,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.61
"Lady Musgrave","PIP","PIP_HMsd",0.001654127,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.36
"Lady Musgrave","PIP","PIP_HMsd",0.001638342,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.81
"Lady Musgrave","PIP","PIP_HMsd",0.00161894,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.31
"Lady Musgrave","PIP","PIP_HMsd",0.001588161,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.69
"Lady Musgrave","Secchi","Secchi_HMsd",2.719841,NA,"eReefs_GBR4_BGC","4km","daily","2010-2019","No",NA
"Lady Musgrave","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",15.19767,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.56
"Lady Musgrave","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",15.13906,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.61
"Lady Musgrave","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",15.10857,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.36
"Lady Musgrave","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",15.08566,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.81
"Lady Musgrave","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",15.06091,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.31
"Lady Musgrave","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",15.0329,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.69
"Lady Musgrave","alk","alk_HMsd",2.673993,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.56
"Lady Musgrave","alk","alk_HMsd",2.674992,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.61
"Lady Musgrave","alk","alk_HMsd",2.67557,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.36
"Lady Musgrave","alk","alk_HMsd",2.675952,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.81
"Lady Musgrave","alk","alk_HMsd",2.676167,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.31
"Lady Musgrave","alk","alk_HMsd",2.676156,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.69
"Mackay","Chl_a","Chl_a_HMsd",0.0944062,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"Mackay","Chl_a","Chl_a_HMsd",0.09114503,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"Mackay","Chl_a","Chl_a_HMsd",0.08757783,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"Mackay","Chl_a","Chl_a_HMsd",0.1024218,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"Mackay","Chl_a","Chl_a_HMsd",0.1011903,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"Mackay","Chl_a","Chl_a_HMsd",0.1003916,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"Mackay","Kd_490","Kd_490_HMsd",0.1024121,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"Mackay","Kd_490","Kd_490_HMsd",0.1148531,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"Mackay","Kd_490","Kd_490_HMsd",0.1113515,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"Mackay","Kd_490","Kd_490_HMsd",0.1073691,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"Mackay","Kd_490","Kd_490_HMsd",0.1038547,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"Mackay","Kd_490","Kd_490_HMsd",0.1004323,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"Mackay","NO3","NO3_HMsd",0.9631899,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"Mackay","NO3","NO3_HMsd",0.9508118,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"Mackay","NO3","NO3_HMsd",0.9402939,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"Mackay","NO3","NO3_HMsd",0.9322131,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"Mackay","NO3","NO3_HMsd",0.9283469,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"Mackay","NO3","NO3_HMsd",0.9263844,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"Mackay","Oxygen","Oxygen_HMsd",122.2881,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"Mackay","Oxygen","Oxygen_HMsd",124.29,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"Mackay","Oxygen","Oxygen_HMsd",125.3948,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"Mackay","Oxygen","Oxygen_HMsd",125.4526,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"Mackay","Oxygen","Oxygen_HMsd",125.2054,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"Mackay","Oxygen","Oxygen_HMsd",121.9608,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"Mackay","PH","PH_HMsd",0.01450422,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"Mackay","PH","PH_HMsd",0.01432202,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"Mackay","PH","PH_HMsd",0.01409216,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"Mackay","PH","PH_HMsd",0.01401127,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"Mackay","PH","PH_HMsd",0.01126417,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"Mackay","PH","PH_HMsd",0.01127515,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"Mackay","PIP","PIP_HMsd",0.02566191,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"Mackay","PIP","PIP_HMsd",0.02522156,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"Mackay","PIP","PIP_HMsd",0.02462095,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"Mackay","PIP","PIP_HMsd",0.02387605,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"Mackay","PIP","PIP_HMsd",0.02322368,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"Mackay","PIP","PIP_HMsd",0.02262122,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"Mackay","Secchi","Secchi_HMsd",4.826638,NA,"eReefs_GBR4_BGC","4km","daily","2010-2019","No",NA
"Mackay","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",13.67452,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"Mackay","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",13.74979,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"Mackay","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",13.78336,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"Mackay","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",13.76935,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"Mackay","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",13.75039,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"Mackay","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",13.74088,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"Mackay","alk","alk_HMsd",9.930431,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"Mackay","alk","alk_HMsd",9.891179,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"Mackay","alk","alk_HMsd",9.860965,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"Mackay","alk","alk_HMsd",9.835882,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"Mackay","alk","alk_HMsd",9.824437,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"Mackay","alk","alk_HMsd",9.820517,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"Martin","Chl_a","Chl_a_HMsd",0.1443722,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.29
"Martin","Chl_a","Chl_a_HMsd",0.1402412,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.34
"Martin","Chl_a","Chl_a_HMsd",0.1344301,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.09
"Martin","Chl_a","Chl_a_HMsd",0.1294284,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.54
"Martin","Chl_a","Chl_a_HMsd",0.1268289,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.04
"Martin","Chl_a","Chl_a_HMsd",0.1254317,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.96
"Martin","Kd_490","Kd_490_HMsd",0.09908902,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.29
"Martin","Kd_490","Kd_490_HMsd",0.1303509,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.34
"Martin","Kd_490","Kd_490_HMsd",0.3221579,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.09
"Martin","Kd_490","Kd_490_HMsd",0.2985858,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.54
"Martin","Kd_490","Kd_490_HMsd",0.8822684,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.04
"Martin","Kd_490","Kd_490_HMsd",0.8532527,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.96
"Martin","NO3","NO3_HMsd",1.006242,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.29
"Martin","NO3","NO3_HMsd",1.017115,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.34
"Martin","NO3","NO3_HMsd",1.019794,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.09
"Martin","NO3","NO3_HMsd",1.02091,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.54
"Martin","NO3","NO3_HMsd",1.021167,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.04
"Martin","NO3","NO3_HMsd",1.021335,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.96
"Martin","Oxygen","Oxygen_HMsd",116.9827,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.29
"Martin","Oxygen","Oxygen_HMsd",117.1851,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.34
"Martin","Oxygen","Oxygen_HMsd",117.2634,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.09
"Martin","Oxygen","Oxygen_HMsd",117.033,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.54
"Martin","Oxygen","Oxygen_HMsd",116.6937,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.04
"Martin","Oxygen","Oxygen_HMsd",112.6763,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.96
"Martin","PH","PH_HMsd",0.01116781,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.29
"Martin","PH","PH_HMsd",0.01135169,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.34
"Martin","PH","PH_HMsd",0.01136593,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.09
"Martin","PH","PH_HMsd",0.01129721,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.54
"Martin","PH","PH_HMsd",0.01128113,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.04
"Martin","PH","PH_HMsd",0.01143348,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.96
"Martin","PIP","PIP_HMsd",0.06171619,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.29
"Martin","PIP","PIP_HMsd",0.06082033,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.34
"Martin","PIP","PIP_HMsd",0.05994391,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.09
"Martin","PIP","PIP_HMsd",0.05886146,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.54
"Martin","PIP","PIP_HMsd",0.05771063,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.04
"Martin","PIP","PIP_HMsd",0.05644171,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.96
"Martin","Secchi","Secchi_HMsd",2.177211,NA,"eReefs_GBR4_BGC","4km","daily","2010-2019","No",NA
"Martin","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",12.69429,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.29
"Martin","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",12.67813,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.34
"Martin","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",12.65995,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.09
"Martin","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",12.64419,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.54
"Martin","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",12.6353,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.04
"Martin","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",12.62996,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.96
"Martin","alk","alk_HMsd",8.365019,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.29
"Martin","alk","alk_HMsd",8.464163,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.34
"Martin","alk","alk_HMsd",8.498503,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.09
"Martin","alk","alk_HMsd",8.539809,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.54
"Martin","alk","alk_HMsd",8.554906,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.04
"Martin","alk","alk_HMsd",8.568771,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.96
"Moore","Chl_a","Chl_a_HMsd",0.1684534,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.28
"Moore","Chl_a","Chl_a_HMsd",0.1033998,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.33
"Moore","Chl_a","Chl_a_HMsd",0.1006871,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.08
"Moore","Chl_a","Chl_a_HMsd",0.09854169,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.53
"Moore","Chl_a","Chl_a_HMsd",0.09769607,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.03
"Moore","Chl_a","Chl_a_HMsd",0.09711462,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.97
"Moore","Kd_490","Kd_490_HMsd",0.04465475,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.28
"Moore","Kd_490","Kd_490_HMsd",0.04350957,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.33
"Moore","Kd_490","Kd_490_HMsd",0.04228254,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.08
"Moore","Kd_490","Kd_490_HMsd",0.04093307,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.53
"Moore","Kd_490","Kd_490_HMsd",0.03978543,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.03
"Moore","Kd_490","Kd_490_HMsd",0.03868543,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.97
"Moore","NO3","NO3_HMsd",0.2479315,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.28
"Moore","NO3","NO3_HMsd",0.2442623,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.33
"Moore","NO3","NO3_HMsd",0.2428551,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.08
"Moore","NO3","NO3_HMsd",0.2417862,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.53
"Moore","NO3","NO3_HMsd",0.2417838,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.03
"Moore","NO3","NO3_HMsd",0.2417458,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.97
"Moore","Oxygen","Oxygen_HMsd",112.7927,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.28
"Moore","Oxygen","Oxygen_HMsd",160.7001,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.33
"Moore","Oxygen","Oxygen_HMsd",157.1346,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.08
"Moore","Oxygen","Oxygen_HMsd",154.466,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.53
"Moore","Oxygen","Oxygen_HMsd",153.0603,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.03
"Moore","Oxygen","Oxygen_HMsd",150.2035,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.97
"Moore","PH","PH_HMsd",0.01287119,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.28
"Moore","PH","PH_HMsd",0.01289375,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.33
"Moore","PH","PH_HMsd",0.01288914,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.08
"Moore","PH","PH_HMsd",0.01287073,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.53
"Moore","PH","PH_HMsd",0.01288264,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.03
"Moore","PH","PH_HMsd",0.0128853,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.97
"Moore","PIP","PIP_HMsd",0.01160866,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.28
"Moore","PIP","PIP_HMsd",0.01138247,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.33
"Moore","PIP","PIP_HMsd",0.01110876,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.08
"Moore","PIP","PIP_HMsd",0.01076851,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.53
"Moore","PIP","PIP_HMsd",0.0104673,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.03
"Moore","PIP","PIP_HMsd",0.01018035,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.97
"Moore","Secchi","Secchi_HMsd",4.675474,NA,"eReefs_GBR4_BGC","4km","daily","2010-2019","No",NA
"Moore","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",10.92256,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.28
"Moore","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",10.89366,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.33
"Moore","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",10.86895,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.08
"Moore","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",10.82807,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.53
"Moore","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",10.80729,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.03
"Moore","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",10.79679,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.97
"Moore","alk","alk_HMsd",8.155039,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.28
"Moore","alk","alk_HMsd",8.202501,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.33
"Moore","alk","alk_HMsd",8.229996,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.08
"Moore","alk","alk_HMsd",8.23867,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.53
"Moore","alk","alk_HMsd",8.23981,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.03
"Moore","alk","alk_HMsd",8.240315,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.97
"No Name","Chl_a","Chl_a_HMsd",0.1758937,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"No Name","Chl_a","Chl_a_HMsd",0.1718917,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"No Name","Chl_a","Chl_a_HMsd",0.1683042,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"No Name","Chl_a","Chl_a_HMsd",0.1658791,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"No Name","Chl_a","Chl_a_HMsd",0.1648129,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"No Name","Chl_a","Chl_a_HMsd",0.163612,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"No Name","Kd_490","Kd_490_HMsd",0.01053594,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"No Name","Kd_490","Kd_490_HMsd",0.01044444,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"No Name","Kd_490","Kd_490_HMsd",0.01033226,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"No Name","Kd_490","Kd_490_HMsd",0.01020788,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"No Name","Kd_490","Kd_490_HMsd",0.01009587,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"No Name","Kd_490","Kd_490_HMsd",0.009916791,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"No Name","NO3","NO3_HMsd",3.082391,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"No Name","NO3","NO3_HMsd",3.070916,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"No Name","NO3","NO3_HMsd",3.062203,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"No Name","NO3","NO3_HMsd",3.056466,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"No Name","NO3","NO3_HMsd",3.054071,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"No Name","NO3","NO3_HMsd",3.053253,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"No Name","Oxygen","Oxygen_HMsd",125.38,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"No Name","Oxygen","Oxygen_HMsd",122.8828,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"No Name","Oxygen","Oxygen_HMsd",120.7778,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"No Name","Oxygen","Oxygen_HMsd",119.7586,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"No Name","Oxygen","Oxygen_HMsd",119.0205,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"No Name","Oxygen","Oxygen_HMsd",115.841,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"No Name","PH","PH_HMsd",0.01807397,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"No Name","PH","PH_HMsd",0.01811242,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"No Name","PH","PH_HMsd",0.01813074,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"No Name","PH","PH_HMsd",0.01813385,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"No Name","PH","PH_HMsd",0.01812925,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"No Name","PH","PH_HMsd",0.0181345,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"No Name","PIP","PIP_HMsd",0.002257234,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"No Name","PIP","PIP_HMsd",0.002220784,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"No Name","PIP","PIP_HMsd",0.002173072,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"No Name","PIP","PIP_HMsd",0.002109848,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"No Name","PIP","PIP_HMsd",0.002047096,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"No Name","PIP","PIP_HMsd",0.00197968,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"No Name","Secchi","Secchi_HMsd",3.966571,NA,"eReefs_GBR4_BGC","4km","daily","2010-2019","No",NA
"No Name","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",6.163814,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"No Name","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",6.165599,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"No Name","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",6.155364,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"No Name","TOTAL_NITROGEN","TOTAL_NITROGEN_HMsd",6.138789,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
